Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency,Forecast max,Forecast min,Confidence Level,Volatility
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,TWAMP,61.94,61.49,64.39,65.13,58.39,95.51,0.18
Ontario,43.641128,-79.387787,2023-06-02 04:00:00,app,UDP,27.03,61.49,64.39,28.64,25.34,98.03,0.92
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,HTTP,72.79,69.23,66.95,75.94,69.75,96.87,0.4
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,HTTPS,83.73,69.23,66.95,87.53,79.07,95.39,0.49
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,TCP,79.64,69.23,66.95,84.35,75.3,96.5,0.23
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,ICMP,58.69,69.23,66.95,61.07,55.81,97.46,0.37
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,TWAMP,64.4,69.23,66.95,67.21,61.88,96.17,0.89
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,network,UDP,56.14,69.23,66.95,59.35,52.9,98.62,0.5
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,HTTP,81.18,64.67,66.95,84.79,76.46,97.46,0.43
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,HTTPS,81.06,64.67,66.95,85.37,76.5,96.41,0.09
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,TCP,86.32,64.67,66.95,90.42,82.8,99.49,0.27
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,ICMP,52.14,64.67,66.95,55.45,49.63,96.5,0.12
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,TWAMP,51.74,64.67,66.95,54.45,48.56,98.59,0.05
Manitoba,49.894225,-97.131744,2023-06-02 04:00:00,app,UDP,35.58,64.67,66.95,37.24,34.25,99.37,0.15
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,HTTP,79.28,60.12,65.83,83.81,75.26,97.8,0.21
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,HTTPS,97.57,60.12,65.83,102.43,91.97,97.4,0.02
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,TCP,56.03,60.12,65.83,58.45,53.6,97.89,0.98
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,ICMP,44.21,60.12,65.83,45.71,42.46,97.03,0.81
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,TWAMP,50.13,60.12,65.83,52.88,48.05,98.89,0.06
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,network,UDP,33.5,60.12,65.83,35.46,31.98,97.4,0.32
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,HTTP,70.73,71.55,65.83,73.8,66.91,98.49,0.53
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,HTTPS,96.64,71.55,65.83,102.03,91.58,99,0.25
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,TCP,69.64,71.55,65.83,73.63,66.45,99.49,0.3
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,ICMP,64.17,71.55,65.83,66.63,60.44,99.12,0.23
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,TWAMP,68.82,71.55,65.83,71.64,66.09,98.91,0.6
Quebec,45.505294,-73.613987,2023-06-02 06:00:00,app,UDP,59.3,71.55,65.83,62.4,56.42,98.62,0.17
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,HTTP,72.55,67.64,67.4,76.09,68.43,96.15,0.73
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,HTTPS,84.05,67.64,67.4,88.89,80.09,96.2,0.62
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,TCP,76.71,67.64,67.4,80.04,73.2,99.18,0.28
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,ICMP,62.61,67.64,67.4,66.21,59.9,95.19,0.95
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,TWAMP,72.37,67.64,67.4,75.82,68.3,95.16,0.39
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,network,UDP,37.57,67.64,67.4,38.9,35.71,97.98,0.96
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,HTTP,78.62,67.16,67.4,81.83,73.96,95.45,0.88
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,HTTPS,80.83,67.16,67.4,85.59,76.14,97.31,0.51
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TCP,67.26,67.16,67.4,70.08,64.39,99.26,0.98
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,ICMP,61.23,67.16,67.4,64.67,57.68,99.16,0.56
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,TWAMP,75.32,67.16,67.4,79.13,70.88,99.29,0.51
Ontario,43.641128,-79.387787,2023-06-02 06:00:00,app,UDP,39.72,67.16,67.4,42.36,37.46,97.24,0.24
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTP,81.53,68.86,68.2,85.76,76.74,98.87,0.34
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,HTTPS,79.3,68.86,68.2,82.71,75.77,97.85,0.42
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TCP,82.24,68.86,68.2,85.64,77.98,97.93,0.58
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,ICMP,46.12,68.86,68.2,48.7,44.57,97.1,0.34
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,TWAMP,60.46,68.86,68.2,64.22,57.18,96.05,0.71
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,network,UDP,63.49,68.86,68.2,66.47,60.52,99.23,0.08
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTP,77.62,67.54,68.2,81.14,73.95,98.77,0.23
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,HTTPS,95.62,67.54,68.2,99.9,91.18,99.28,0.23
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TCP,74.72,67.54,68.2,78.08,70.28,98.74,0.73
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,ICMP,45.88,67.54,68.2,47.44,43.08,98.59,0.99
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,TWAMP,71.9,67.54,68.2,75.6,68.37,96.63,0.54
Manitoba,49.894225,-97.131744,2023-06-02 06:00:00,app,UDP,39.49,67.54,68.2,41.73,37.72,99.11,0.94
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTP,72.12,58.92,61.48,75.21,67.94,99.98,0.16
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,HTTPS,73,58.92,61.48,76.37,69.29,98.79,0.85
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TCP,67.46,58.92,61.48,71.07,63.56,98,0.7
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,ICMP,55.75,58.92,61.48,59.26,53.46,99.59,0.31
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,TWAMP,60.62,58.92,61.48,64.12,57.53,97.78,0.99
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,network,UDP,24.56,58.92,61.48,26.18,23.16,99.38,0.36
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTP,72.41,64.04,61.48,76.36,68.49,96.11,0.35
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,HTTPS,75.93,64.04,61.48,79.03,72.81,99.31,0.89
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TCP,86.55,64.04,61.48,91.31,82.4,97.16,0.08
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,ICMP,53.45,64.04,61.48,55.66,50.29,97.67,0.68
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,TWAMP,56.97,64.04,61.48,59.72,53.53,95.34,0.28
Quebec,45.505294,-73.613987,2023-06-02 08:00:00,app,UDP,38.91,64.04,61.48,40.42,36.34,96,0.04
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTP,79.15,65.91,66.89,82.44,74.99,96.13,0.37
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,HTTPS,89.24,65.91,66.89,93.94,84.71,97.4,0.45
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TCP,81.99,65.91,66.89,86.79,78.27,95.95,0.73
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,ICMP,48.01,65.91,66.89,50.72,45.67,96.57,0.92
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,TWAMP,52.76,65.91,66.89,55.86,49.88,96.01,0.89
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,network,UDP,44.3,65.91,66.89,47.03,42.57,96.47,0.58
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTP,79.67,67.88,66.89,83.94,75.85,95.49,0.09
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,HTTPS,89.59,67.88,66.89,93.98,84.82,97.19,0.59
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TCP,77.93,67.88,66.89,82.34,74.8,99.36,0.95
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,ICMP,39.72,67.88,66.89,41.89,38.06,97.86,0.76
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,TWAMP,75.94,67.88,66.89,79.88,72.69,97.08,0.21
Ontario,43.641128,-79.387787,2023-06-02 08:00:00,app,UDP,44.43,67.88,66.89,46.49,42.37,99.64,0.76
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTP,73.86,65.48,64.09,77.37,69.79,97.85,0.87
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,HTTPS,97.41,65.48,64.09,101.78,93.15,98.66,0.83
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TCP,69.07,65.48,64.09,72.31,66.07,99.68,0.38
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,ICMP,50.29,65.48,64.09,52.85,48.32,99.84,0.98
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,TWAMP,61.34,65.48,64.09,63.9,57.57,99.47,0.42
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,network,UDP,40.94,65.48,64.09,42.4,38.89,98.21,0.62
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTP,79.07,62.69,64.09,82.91,74.59,96.33,0.49
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,HTTPS,90.05,62.69,64.09,94.77,85.98,99.58,0.58
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TCP,78.82,62.69,64.09,83.33,74.11,96.28,0.88
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,ICMP,47.12,62.69,64.09,49.04,45.28,96.54,0.71
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,TWAMP,54.41,62.69,64.09,57.7,51,96.07,0.45
Manitoba,49.894225,-97.131744,2023-06-02 08:00:00,app,UDP,26.65,62.69,64.09,28.17,25.96,99.52,0.4
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTP,80.11,66.71,67.27,83.6,75.98,98.25,0.44
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,HTTPS,92.01,66.71,67.27,96.93,87.66,97.51,0.77
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TCP,73.4,66.71,67.27,77.38,70.02,95.91,0.07
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,ICMP,47.76,66.71,67.27,49.78,45.58,95.08,0.78
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,TWAMP,72.33,66.71,67.27,75.37,68.61,99.06,0.23
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,network,UDP,34.63,66.71,67.27,36.67,33.51,95.78,0.33
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTP,75.33,67.84,67.27,79.19,71.19,98.37,0.49
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,HTTPS,84.85,67.84,67.27,89.49,81,95.89,0.35
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TCP,72.55,67.84,67.27,75.89,69.43,99.86,0.36
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,ICMP,47.86,67.84,67.27,50.91,45,98.96,0.03
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,TWAMP,66.16,67.84,67.27,68.8,62.73,96.73,0.4
Quebec,45.505294,-73.613987,2023-06-02 10:00:00,app,UDP,60.31,67.84,67.27,64.02,57.35,96.18,0.68
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTP,67.24,68.94,70.01,70.41,64.06,95.9,0.01
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,HTTPS,97.67,68.94,70.01,102.73,93.58,96.67,0.33
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TCP,63.92,68.94,70.01,67.52,60.01,96.59,0.99
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,ICMP,47.72,68.94,70.01,49.48,46.03,97.24,0.06
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,TWAMP,75.95,68.94,70.01,80.35,71.7,98.36,0.61
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,network,UDP,61.17,68.94,70.01,64.07,58.12,96.96,0.85
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTP,78.75,71.07,70.01,83.14,75.22,96.24,0.52
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,HTTPS,95.68,71.07,70.01,100.54,90.87,99.49,0.04
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TCP,56.45,71.07,70.01,59.29,54.34,97.65,0.11
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,ICMP,62.87,71.07,70.01,65.74,59.15,97.1,0.26
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,TWAMP,74.73,71.07,70.01,78.76,71.22,96.33,0.69
Ontario,43.641128,-79.387787,2023-06-02 10:00:00,app,UDP,57.95,71.07,70.01,61.01,55.25,97.4,0.06
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTP,69.67,59.1,59.86,73,65.92,95.42,0.95
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,HTTPS,73.03,59.1,59.86,75.98,68.68,96.98,0.8
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TCP,68.03,59.1,59.86,72.08,65.38,95.14,0.36
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,ICMP,43.02,59.1,59.86,44.62,40.38,98.07,0.39
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,TWAMP,75.62,59.1,59.86,79.17,72.16,96.44,0.14
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,network,UDP,25.22,59.1,59.86,26.29,24.65,99.11,0.46
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTP,65.64,60.62,59.86,69.56,62,98.97,0
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,HTTPS,72.09,60.62,59.86,76.12,68.13,95,0.19
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TCP,77.34,60.62,59.86,80.78,74.15,97.98,0.97
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,ICMP,55.99,60.62,59.86,59.37,52.78,95.95,0.54
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,TWAMP,50.75,60.62,59.86,53.12,48.74,95.37,0.88
Manitoba,49.894225,-97.131744,2023-06-02 10:00:00,app,UDP,41.9,60.62,59.86,44.34,39.04,98.07,0.11
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTP,69.59,57.77,62.46,72.91,66.22,97.41,0.98
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,HTTPS,85.09,57.77,62.46,90.11,80.71,98.76,0.94
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TCP,55.5,57.77,62.46,58.27,52.04,99.6,0.57
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,ICMP,46.08,57.77,62.46,48.9,43.06,97.52,0.76
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,TWAMP,56.47,57.77,62.46,58.81,53.12,95.21,0.29
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,network,UDP,33.9,57.77,62.46,35.8,32.31,95.98,0.17
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTP,77.61,67.15,62.46,80.97,73.91,95.38,0.83
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,HTTPS,87.92,67.15,62.46,91.54,83.69,95.47,0.54
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TCP,66.4,67.15,62.46,69.27,62.34,98.2,0.92
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,ICMP,50.04,67.15,62.46,53.31,46.8,99.63,0.97
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,TWAMP,70.97,67.15,62.46,74.01,66.69,96.43,0.45
Quebec,45.505294,-73.613987,2023-06-02 12:00:00,app,UDP,49.93,67.15,62.46,51.64,47.64,99.73,0.66
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTP,74.36,62.88,62.76,78.44,71.39,99.94,0.48
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,HTTPS,85.24,62.88,62.76,89.64,81.74,99.67,0.46
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TCP,73.81,62.88,62.76,76.76,69.93,97.04,0.92
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,ICMP,49.76,62.88,62.76,51.57,47.93,95.64,0.23
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,TWAMP,71.06,62.88,62.76,75,67.77,95.72,0.93
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,network,UDP,23.02,62.88,62.76,24.4,21.38,98.11,0.99
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTP,74.16,62.65,62.76,78.41,70.9,98.52,0.95
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,HTTPS,87.98,62.65,62.76,92.12,82.84,98.77,0.86
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TCP,74.46,62.65,62.76,77.66,71.28,97.02,0.5
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,ICMP,52.6,62.65,62.76,54.57,49.47,99.63,0.48
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,TWAMP,48.88,62.65,62.76,52,46.69,95.76,0.94
Ontario,43.641128,-79.387787,2023-06-02 12:00:00,app,UDP,37.79,62.65,62.76,39.24,35.15,97.7,0.38
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTP,65.07,60.06,62.36,69.07,61.74,99.38,0.68
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,HTTPS,93.12,60.06,62.36,97.63,88.71,98.61,0.46
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TCP,64.12,60.06,62.36,66.76,61.4,98.8,0.71
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,ICMP,40.58,60.06,62.36,42.72,39.32,97,0.58
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,TWAMP,54.92,60.06,62.36,56.98,51.49,99.74,0.71
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,network,UDP,42.57,60.06,62.36,44.84,40.76,95.79,0.83
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTP,75.94,64.66,62.36,79,72.23,96.92,0.75
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,HTTPS,94.09,64.66,62.36,98.57,89.1,96.52,0.67
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TCP,72.02,64.66,62.36,75.29,67.64,98.9,0.52
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,ICMP,51.39,64.66,62.36,54.17,49.4,96.65,0.39
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,TWAMP,46.88,64.66,62.36,49.32,43.92,95.54,0.93
Manitoba,49.894225,-97.131744,2023-06-02 12:00:00,app,UDP,47.65,64.66,62.36,50.29,45.79,97.29,0.83
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTP,74.32,60.9,65.5,77.66,69.96,98.19,0.34
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,HTTPS,76.56,60.9,65.5,79.76,73.06,95.44,0.53
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TCP,59.57,60.9,65.5,61.89,56.55,98.25,0.67
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,ICMP,38.24,60.9,65.5,39.56,35.61,97.81,0.18
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,TWAMP,56.13,60.9,65.5,59.04,54.02,96.86,0.39
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,network,UDP,60.59,60.9,65.5,64.16,57.1,95.51,0.16
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTP,81.01,70.1,65.5,84.74,76.94,95.48,0.89
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,HTTPS,83.08,70.1,65.5,87.42,78.5,95.47,0.78
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TCP,76.83,70.1,65.5,81.38,72.92,98.3,0.01
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,ICMP,58.02,70.1,65.5,61.61,55.57,95.14,0.96
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,TWAMP,75.63,70.1,65.5,80.08,71.38,96.73,0.17
Quebec,45.505294,-73.613987,2023-06-02 14:00:00,app,UDP,46.03,70.1,65.5,48.64,43.33,99.11,0.86
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTP,75.13,63.66,63.6,78.44,71.43,98.39,0.15
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,HTTPS,77.88,63.66,63.6,81.88,73.39,95.13,0.4
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TCP,57.44,63.66,63.6,60.51,54.5,98.63,0.95
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,ICMP,43.34,63.66,63.6,45.95,40.71,98.02,0.41
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,TWAMP,67.79,63.66,63.6,71.91,64.78,99,0.98
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,network,UDP,60.38,63.66,63.6,63.02,56.57,98.99,0.99
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTP,78.66,63.53,63.6,82.16,75.32,99.64,0.2
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,HTTPS,88.96,63.53,63.6,93.45,84.79,99.25,0.4
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TCP,70.05,63.53,63.6,73.64,66.95,97.74,0.26
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,ICMP,59.21,63.53,63.6,61.71,55.7,98.82,0.1
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,TWAMP,55.19,63.53,63.6,58.05,52.98,95.53,0.63
Ontario,43.641128,-79.387787,2023-06-02 14:00:00,app,UDP,29.14,63.53,63.6,30.99,26.99,99.65,0.9
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTP,67.02,62.55,64.03,70.45,63.22,97.01,0.49
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,HTTPS,82.47,62.55,64.03,87.09,78.66,98.87,0.6
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TCP,87.52,62.55,64.03,92.02,83.52,96.96,0.19
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,ICMP,39.53,62.55,64.03,41.17,37,99.43,0.98
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,TWAMP,68.54,62.55,64.03,72.28,65.83,99.02,0.85
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,network,UDP,30.22,62.55,64.03,32.51,28.1,96.82,0.78
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTP,71.19,65.52,64.03,75.04,67.38,97.3,0.32
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,HTTPS,87.34,65.52,64.03,91.9,82.18,97.88,0.56
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TCP,76.43,65.52,64.03,80.37,72.09,96.92,0.46
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,ICMP,59.67,65.52,64.03,62.83,56.69,97.48,0.41
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,TWAMP,62.68,65.52,64.03,65.08,59.07,95.54,0.1
Manitoba,49.894225,-97.131744,2023-06-02 14:00:00,app,UDP,35.78,65.52,64.03,37.79,33.56,98.33,0.89
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTP,70.57,64.04,67.57,73.42,66.74,96.03,0.21
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,HTTPS,82.06,64.04,67.57,85.96,78.74,99.12,0.61
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TCP,57.74,64.04,67.57,60.63,54.78,98.12,0.76
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,ICMP,58.05,64.04,67.57,60.28,55.06,99.01,0.32
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,TWAMP,67.07,64.04,67.57,71.07,63.19,95.96,0.37
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,network,UDP,48.72,64.04,67.57,50.99,46.37,98.93,0.44
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTP,75.92,71.11,67.57,79.11,72.71,99.71,0.9
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,HTTPS,84.02,71.11,67.57,88.23,80.5,98.48,0.08
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TCP,85.24,71.11,67.57,89.72,81.05,98.32,0.13
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,ICMP,51.44,71.11,67.57,54,48.33,97.77,0.87
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,TWAMP,73.77,71.11,67.57,77.08,70.28,97.55,0.89
Quebec,45.505294,-73.613987,2023-06-02 16:00:00,app,UDP,56.28,71.11,67.57,59.69,54.21,97.95,0.15
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTP,68.3,65,65.18,72.34,64.95,95.59,0.79
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,HTTPS,86.12,65,65.18,90.84,81.21,95.79,0.88
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TCP,62.15,65,65.18,65.01,59.71,96.26,0.17
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,ICMP,48.08,65,65.18,50.67,45.1,98.2,0.77
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,TWAMP,72.93,65,65.18,75.99,68.49,98.32,0.38
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,network,UDP,52.39,65,65.18,54.57,49.6,98.79,0.08
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTP,73.3,65.36,65.18,76.76,70.4,97.67,0.11
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,HTTPS,95.53,65.36,65.18,100.76,91.17,97.29,0.52
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TCP,59.57,65.36,65.18,62.11,56.3,97.33,0.67
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,ICMP,46.43,65.36,65.18,49.02,44.01,95.26,0.1
Ontario,43.641128,-79.387787,2023-06-02 16:00:00,app,TWAMP,60.5,65.36,65.18,62.74,57.51,98.73,0.86
